"opposed"	"ncit"	"year"	"biopharm"
"3013"	"not-opposed"	1	1994	0
"3014"	"opposed"	1	1991	1
"3015"	"not-opposed"	3	1992	0
"3016"	"opposed"	1	1994	1
"3017"	"not-opposed"	4	1994	0
"3018"	"opposed"	2	1992	1
"3019"	"opposed"	4	1995	0
"3020"	"opposed"	0	1991	1
"3021"	"not-opposed"	0	1994	0
"3022"	"opposed"	0	1993	1
"3023"	"opposed"	2	1994	0
"3024"	"opposed"	0	1992	1
"3025"	"not-opposed"	0	1992	0
"3026"	"not-opposed"	2	1994	1
"3027"	"not-opposed"	1	1993	0
"3028"	"not-opposed"	1	1993	1
"3029"	"opposed"	1	1994	0
"3030"	"opposed"	0	1993	0
"3031"	"not-opposed"	3	1995	0
"3032"	"not-opposed"	0	1991	1
"3033"	"opposed"	2	1991	1
"3034"	"not-opposed"	0	1991	0
"3035"	"not-opposed"	4	1995	0
"3036"	"not-opposed"	3	1994	0
"3037"	"not-opposed"	0	1993	0
"3038"	"not-opposed"	0	1994	0
"3039"	"not-opposed"	0	1995	0
"3040"	"not-opposed"	3	1994	1
"3041"	"not-opposed"	3	1994	1
"3042"	"not-opposed"	2	1994	0
"3043"	"not-opposed"	1	1994	0
"3044"	"not-opposed"	10	1994	0
"3045"	"not-opposed"	0	1993	0
"3046"	"not-opposed"	0	1991	1
"3047"	"opposed"	2	1992	1
"3048"	"opposed"	0	1992	1
"3049"	"not-opposed"	0	1992	0
"3050"	"not-opposed"	1	1993	1
"3051"	"opposed"	0	1994	0
"3052"	"not-opposed"	0	1992	1
"3053"	"opposed"	5	1994	0
"3054"	"not-opposed"	0	1993	0
"3055"	"not-opposed"	6	1993	1
"3056"	"not-opposed"	1	1994	0
"3057"	"not-opposed"	0	1992	1
"3058"	"not-opposed"	1	1992	0
"3059"	"not-opposed"	1	1995	0
"3060"	"not-opposed"	1	1994	1
"3061"	"opposed"	0	1992	0
"3062"	"not-opposed"	0	1993	0
"3063"	"not-opposed"	2	1994	0
"3064"	"not-opposed"	3	1994	0
"3065"	"not-opposed"	0	1994	0
"3066"	"opposed"	5	1995	1
"3067"	"not-opposed"	3	1994	0
"3068"	"opposed"	6	1995	0
"3069"	"opposed"	0	1991	1
"3070"	"not-opposed"	1	1994	0
"3071"	"not-opposed"	0	1994	1
"3072"	"not-opposed"	1	1992	1
"3073"	"not-opposed"	1	1994	0
"3074"	"opposed"	2	1991	1
"3075"	"not-opposed"	0	1995	0
"3076"	"not-opposed"	2	1993	1
"3077"	"not-opposed"	2	1992	1
"3078"	"not-opposed"	0	1993	1
"3079"	"not-opposed"	2	1995	0
"3080"	"not-opposed"	0	1993	0
"3081"	"not-opposed"	1	1994	0
"3082"	"not-opposed"	0	1992	1
"3083"	"not-opposed"	1	1994	0
"3084"	"not-opposed"	0	1992	1
"3085"	"opposed"	0	1994	0
"3086"	"opposed"	1	1994	0
"3087"	"opposed"	1	1991	1
"3088"	"not-opposed"	2	1994	0
"3089"	"not-opposed"	2	1995	0
"3090"	"not-opposed"	0	1994	0
"3091"	"not-opposed"	1	1994	0
"3092"	"not-opposed"	0	1995	0
"3093"	"opposed"	3	1991	0
"3094"	"not-opposed"	0	1993	0
"3095"	"not-opposed"	0	1994	0
"3096"	"not-opposed"	0	1994	0
"3097"	"opposed"	1	1993	1
"3098"	"not-opposed"	2	1993	1
"3099"	"not-opposed"	0	1993	1
"3100"	"not-opposed"	4	1994	0
"3101"	"opposed"	1	1993	0
"3102"	"not-opposed"	1	1994	0
"3103"	"not-opposed"	1	1993	0
"3104"	"opposed"	6	1993	1
"3105"	"not-opposed"	0	1993	0
"3106"	"not-opposed"	1	1992	0
"3107"	"not-opposed"	0	1991	1
"3108"	"opposed"	3	1996	1
"3109"	"not-opposed"	0	1995	0
"3110"	"not-opposed"	0	1995	1
"3111"	"not-opposed"	1	1993	0
"3112"	"opposed"	0	1993	1
"3113"	"not-opposed"	1	1996	0
"3114"	"not-opposed"	1	1992	0
"3115"	"opposed"	1	1992	0
"3116"	"opposed"	1	1993	1
"3117"	"not-opposed"	6	1993	1
"3118"	"not-opposed"	0	1993	0
"3119"	"not-opposed"	0	1993	0
"3120"	"opposed"	0	1993	1
"3121"	"not-opposed"	3	1993	0
"3122"	"not-opposed"	1	1993	1
"3123"	"opposed"	1	1993	1
"3124"	"opposed"	2	1995	1
"3125"	"not-opposed"	4	1992	0
"3126"	"opposed"	2	1993	1
"3127"	"not-opposed"	0	1992	0
"3128"	"not-opposed"	0	1993	0
"3129"	"not-opposed"	2	1993	0
"3130"	"not-opposed"	0	1993	0
"3131"	"not-opposed"	4	1993	0
"3132"	"opposed"	0	1992	1
"3133"	"not-opposed"	2	1994	0
"3134"	"not-opposed"	1	1994	0
"3135"	"not-opposed"	0	1993	0
"3136"	"opposed"	3	1994	0
"3137"	"not-opposed"	1	1993	0
"3138"	"not-opposed"	1	1992	1
"3139"	"opposed"	0	1994	0
"3140"	"not-opposed"	2	1992	1
"3141"	"not-opposed"	6	1992	0
"3142"	"not-opposed"	0	1993	0
"3143"	"not-opposed"	3	1996	0
"3144"	"opposed"	0	1992	1
"3145"	"not-opposed"	0	1993	1
"3146"	"opposed"	0	1995	1
"3147"	"opposed"	1	1992	0
"3148"	"opposed"	0	1993	0
"3149"	"not-opposed"	0	1992	0
"3150"	"opposed"	1	1993	0
"3151"	"not-opposed"	2	1995	0
"3152"	"not-opposed"	6	1996	1
"3153"	"opposed"	1	1993	1
"3154"	"not-opposed"	1	1992	1
"3155"	"not-opposed"	1	1994	0
"3156"	"not-opposed"	0	1994	0
"3157"	"opposed"	3	1992	1
"3158"	"opposed"	7	1991	1
"3159"	"not-opposed"	1	1995	0
"3160"	"not-opposed"	1	1994	0
"3161"	"opposed"	1	1995	0
"3162"	"not-opposed"	2	1993	0
"3163"	"not-opposed"	3	1994	0
"3164"	"opposed"	1	1994	0
"3165"	"not-opposed"	0	1994	0
"3166"	"opposed"	4	1992	1
"3167"	"opposed"	3	1995	1
"3168"	"opposed"	1	1992	1
"3169"	"not-opposed"	5	1993	1
"3170"	"opposed"	1	1992	0
"3171"	"not-opposed"	0	1994	1
"3172"	"not-opposed"	1	1993	0
"3173"	"opposed"	5	1993	1
"3174"	"not-opposed"	2	1993	0
"3175"	"not-opposed"	0	1990	1
"3176"	"not-opposed"	1	1995	1
"3177"	"opposed"	1	1993	1
"3178"	"opposed"	0	1994	1
"3179"	"not-opposed"	2	1995	0
"3180"	"opposed"	1	1994	1
"3181"	"not-opposed"	1	1992	1
"3182"	"not-opposed"	5	1995	0
"3183"	"not-opposed"	1	1994	0
"3184"	"opposed"	0	1994	0
"3185"	"not-opposed"	1	1993	0
"3186"	"not-opposed"	2	1995	0
"3187"	"not-opposed"	0	1994	0
"3188"	"not-opposed"	1	1993	0
"3189"	"opposed"	1	1994	1
"3190"	"not-opposed"	0	1993	0
"3191"	"not-opposed"	2	1993	0
"3192"	"not-opposed"	0	1993	1
"3193"	"not-opposed"	1	1994	0
"3194"	"opposed"	0	1995	1
"3195"	"not-opposed"	0	1992	0
"3196"	"opposed"	3	1994	0
"3197"	"not-opposed"	1	1991	1
"3198"	"not-opposed"	3	1996	0
"3199"	"opposed"	0	1991	1
"3200"	"not-opposed"	1	1993	0
"3201"	"not-opposed"	2	1993	1
"3202"	"not-opposed"	2	1994	0
"3203"	"not-opposed"	2	1997	0
"3204"	"opposed"	1	1992	0
"3205"	"not-opposed"	0	1995	0
"3206"	"not-opposed"	5	1992	1
"3207"	"not-opposed"	0	1992	0
"3208"	"not-opposed"	0	1995	0
"3209"	"not-opposed"	0	1995	0
"3210"	"not-opposed"	4	1993	0
"3211"	"not-opposed"	0	1994	1
"3212"	"not-opposed"	0	1992	1
"3213"	"not-opposed"	0	1993	0
"3214"	"not-opposed"	0	1994	0
"3215"	"not-opposed"	0	1993	0
"3216"	"not-opposed"	3	1993	1
"3217"	"not-opposed"	1	1994	0
"3218"	"not-opposed"	0	1993	0
"3219"	"not-opposed"	2	1993	0
"3220"	"not-opposed"	1	1996	0
"3221"	"not-opposed"	1	1995	0
"3222"	"not-opposed"	1	1993	0
"3223"	"not-opposed"	0	1992	1
"3224"	"opposed"	0	1992	0
"3225"	"not-opposed"	0	1994	0
"3226"	"opposed"	0	1992	1
"3227"	"opposed"	0	1994	1
"3228"	"opposed"	1	1995	1
"3229"	"not-opposed"	0	1993	0
"3230"	"opposed"	5	1992	1
"3231"	"not-opposed"	0	1994	0
"3232"	"not-opposed"	0	1995	0
"3233"	"not-opposed"	2	1994	0
"3234"	"not-opposed"	2	1995	0
"3235"	"not-opposed"	0	1994	0
"3236"	"not-opposed"	0	1995	0
"3237"	"not-opposed"	4	1993	1
"3238"	"not-opposed"	4	1995	1
"3239"	"not-opposed"	0	1994	0
"3240"	"opposed"	8	1994	0
"3241"	"not-opposed"	0	1993	1
"3242"	"not-opposed"	1	1994	1
"3243"	"not-opposed"	0	1995	0
"3244"	"not-opposed"	0	1995	0
"3245"	"not-opposed"	1	1993	0
"3246"	"opposed"	3	1994	0
"3247"	"not-opposed"	0	1995	0
"3248"	"opposed"	0	1993	1
"3249"	"not-opposed"	0	1996	0
"3250"	"not-opposed"	0	1993	1
"3251"	"not-opposed"	1	1995	0
"3252"	"not-opposed"	0	1994	0
"3253"	"not-opposed"	0	1996	0
"3254"	"opposed"	0	1993	1
"3255"	"not-opposed"	2	1996	0
"3256"	"not-opposed"	0	1994	0
"3257"	"not-opposed"	0	1995	0
"3258"	"not-opposed"	0	1992	1
"3259"	"not-opposed"	2	1996	0
"3260"	"not-opposed"	2	1993	0
"3261"	"opposed"	0	1994	1
"3262"	"not-opposed"	1	1992	1
"3263"	"not-opposed"	0	1992	0
"3264"	"not-opposed"	0	1992	1
"3265"	"not-opposed"	0	1993	0
"3266"	"not-opposed"	1	1993	1
"3267"	"not-opposed"	1	1994	0
"3268"	"opposed"	7	1992	1
"3269"	"opposed"	1	1993	0
"3270"	"opposed"	3	1993	1
"3271"	"not-opposed"	0	1993	1
"3272"	"not-opposed"	1	1995	0
"3273"	"not-opposed"	0	1995	0
"3274"	"not-opposed"	0	1995	0
"3275"	"not-opposed"	4	1995	0
"3276"	"opposed"	0	1992	1
"3277"	"not-opposed"	1	1996	0
"3278"	"not-opposed"	0	1994	0
"3279"	"not-opposed"	0	1993	0
"3280"	"opposed"	3	1994	0
"3281"	"not-opposed"	0	1992	0
"3282"	"not-opposed"	3	1993	0
"3283"	"opposed"	1	1994	0
"3284"	"opposed"	1	1992	0
"3285"	"not-opposed"	4	1992	1
"3286"	"opposed"	3	1991	1
"3287"	"opposed"	4	1993	0
"3288"	"opposed"	2	1992	0
"3289"	"opposed"	0	1990	1
"3290"	"opposed"	3	1993	1
"3291"	"not-opposed"	0	1992	0
"3292"	"not-opposed"	6	1996	0
"3293"	"not-opposed"	1	1993	0
"3294"	"opposed"	3	1991	1
"3295"	"not-opposed"	8	1992	1
"3296"	"opposed"	4	1992	0
"3297"	"opposed"	7	1995	1
"3298"	"not-opposed"	0	1993	0
"3299"	"not-opposed"	2	1994	1
"3300"	"not-opposed"	0	1992	0
"3301"	"opposed"	0	1993	1
"3302"	"not-opposed"	0	1995	0
"3303"	"not-opposed"	1	1992	1
"3304"	"opposed"	2	1992	1
"3305"	"not-opposed"	2	1992	0
"3306"	"not-opposed"	0	1993	0
"3307"	"opposed"	0	1995	0
"3308"	"not-opposed"	1	1992	0
"3309"	"not-opposed"	0	1993	1
"3310"	"opposed"	6	1991	0
"3311"	"opposed"	0	1994	1
"3312"	"not-opposed"	0	1993	1
"3313"	"not-opposed"	0	1994	0
"3314"	"opposed"	0	1994	0
"3315"	"not-opposed"	1	1995	0
"3316"	"opposed"	1	1994	0
"3317"	"not-opposed"	0	1993	0
"3318"	"opposed"	0	1994	1
"3319"	"opposed"	2	1993	0
"3320"	"not-opposed"	1	1991	1
"3321"	"opposed"	1	1994	0
"3322"	"not-opposed"	0	1993	0
"3323"	"not-opposed"	0	1992	0
"3324"	"not-opposed"	3	1993	1
"3325"	"opposed"	0	1993	1
"3326"	"not-opposed"	0	1995	0
"3327"	"not-opposed"	1	1996	0
"3328"	"not-opposed"	0	1994	0
"3329"	"not-opposed"	4	1994	0
"3330"	"not-opposed"	2	1991	0
"3331"	"not-opposed"	2	1993	0
"3332"	"opposed"	1	1991	1
"3333"	"not-opposed"	3	1995	0
"3334"	"opposed"	0	1993	1
"3335"	"opposed"	1	1993	1
"3336"	"opposed"	6	1991	1
"3337"	"not-opposed"	0	1992	1
"3338"	"not-opposed"	0	1991	1
"3339"	"not-opposed"	0	1991	1
"3340"	"opposed"	2	1992	1
"3341"	"opposed"	2	1993	1
"3342"	"opposed"	2	1993	0
"3343"	"opposed"	5	1994	1
"3344"	"not-opposed"	2	1995	1
"3345"	"not-opposed"	1	1992	1
"3346"	"not-opposed"	1	1995	1
"3347"	"opposed"	0	1994	0
"3348"	"not-opposed"	0	1993	0
"3349"	"opposed"	0	1992	1
"3350"	"not-opposed"	0	1996	0
"3351"	"not-opposed"	0	1992	1
"3352"	"opposed"	0	1992	1
"3353"	"opposed"	0	1993	1
"3354"	"not-opposed"	1	1994	1
"3355"	"opposed"	0	1995	1
"3356"	"not-opposed"	0	1993	1
"3357"	"not-opposed"	0	1994	0
"3358"	"not-opposed"	0	1992	1
"3359"	"not-opposed"	0	1992	0
"3361"	"not-opposed"	0	1994	1
"3362"	"not-opposed"	0	1993	0
"3363"	"opposed"	0	1993	1
"3364"	"opposed"	0	1993	1
"3365"	"not-opposed"	0	1993	0
"3366"	"opposed"	0	1993	1
"3367"	"not-opposed"	0	1993	1
"3368"	"not-opposed"	0	1993	1
"3369"	"opposed"	0	1995	1
"3370"	"opposed"	0	1996	1
"3371"	"not-opposed"	0	1992	0
"3372"	"opposed"	0	1995	1
"3373"	"opposed"	1	1993	1
"3374"	"not-opposed"	0	1992	0
"3375"	"opposed"	0	1994	0
"3376"	"not-opposed"	2	1993	1
"3377"	"opposed"	0	1993	1
"3378"	"not-opposed"	0	1993	0
"3379"	"not-opposed"	0	1995	1
"3380"	"opposed"	0	1994	1
"3381"	"opposed"	0	1993	1
"3382"	"not-opposed"	0	1993	1
"3383"	"opposed"	0	1992	1
"3384"	"not-opposed"	0	1994	1
"3385"	"opposed"	0	1992	1
"3386"	"opposed"	0	1993	1
"3387"	"opposed"	0	1993	1
"3388"	"opposed"	0	1993	1
"3389"	"not-opposed"	0	1994	0
"3390"	"opposed"	0	1993	1
"3391"	"not-opposed"	0	1996	1
"3392"	"not-opposed"	0	1993	0
"3393"	"not-opposed"	0	1992	1
"3394"	"opposed"	0	1993	1
"3395"	"opposed"	0	1993	1
"3396"	"opposed"	0	1992	1
"3397"	"opposed"	0	1993	1
"3398"	"opposed"	0	1992	0
"3399"	"not-opposed"	0	1993	0
"3400"	"not-opposed"	0	1995	1
"3401"	"opposed"	0	1995	1
"3402"	"not-opposed"	0	1993	1
"3403"	"opposed"	0	1994	1
"3404"	"opposed"	0	1994	1
"3405"	"opposed"	0	1992	0
"3406"	"not-opposed"	0	1996	1
"3407"	"not-opposed"	0	1994	1
"3408"	"opposed"	0	1994	1
"3409"	"not-opposed"	0	1993	0
"3410"	"not-opposed"	0	1995	1
"3411"	"not-opposed"	0	1995	1
"3412"	"not-opposed"	0	1995	1
"3413"	"not-opposed"	0	1993	0
"3414"	"not-opposed"	1	1995	0
"3415"	"not-opposed"	0	1994	1
"3416"	"opposed"	0	1994	1
"3417"	"opposed"	0	1995	1
"3418"	"not-opposed"	0	1994	0
"3419"	"not-opposed"	0	1995	1
"3420"	"not-opposed"	0	1994	0
"3421"	"not-opposed"	0	1995	1
"3422"	"not-opposed"	0	1996	1
"3423"	"not-opposed"	0	1994	1
"3424"	"opposed"	0	1993	0
"3425"	"opposed"	0	1992	1
"3426"	"not-opposed"	0	1994	0
"3428"	"not-opposed"	1	1994	0
"3429"	"opposed"	0	1993	1
"3430"	"opposed"	0	1995	1
"3431"	"opposed"	0	1995	1
"3432"	"opposed"	0	1992	1
"3433"	"not-opposed"	0	1992	1
"3434"	"opposed"	0	1996	1
"3435"	"opposed"	0	1992	1
"3436"	"not-opposed"	0	1993	1
"3437"	"not-opposed"	0	1994	0
"3438"	"not-opposed"	0	1995	1
"3439"	"opposed"	0	1993	1
"3440"	"opposed"	0	1993	1
"3441"	"opposed"	0	1997	1
"3442"	"not-opposed"	0	1992	1
"3443"	"opposed"	0	1996	1
"3444"	"not-opposed"	2	1995	0
"3445"	"not-opposed"	0	1993	1
"3446"	"opposed"	0	1995	1
"3447"	"opposed"	0	1996	1
"3448"	"not-opposed"	0	1996	1
"3449"	"opposed"	0	1995	1
"3450"	"not-opposed"	2	1994	1
"3451"	"opposed"	0	1992	1
"3452"	"opposed"	3	1992	1
"3453"	"not-opposed"	0	1992	1
"3454"	"opposed"	0	1994	1
"3455"	"not-opposed"	1	1993	1
"3456"	"not-opposed"	1	1995	0
"3457"	"opposed"	1	1993	0
"3458"	"opposed"	2	1991	1
"3459"	"not-opposed"	2	1994	0
"3460"	"not-opposed"	0	1993	0
"3461"	"opposed"	2	1995	1
"3462"	"not-opposed"	0	1993	1
"3463"	"opposed"	1	1994	1
"3464"	"not-opposed"	1	1993	1
"3465"	"not-opposed"	1	1991	0
"3466"	"not-opposed"	2	1993	0
"3467"	"not-opposed"	1	1993	0
"3468"	"not-opposed"	1	1994	0
"3469"	"not-opposed"	3	1996	0
"3470"	"not-opposed"	1	1994	0
"3471"	"not-opposed"	0	1995	0
"3472"	"not-opposed"	2	1994	0
"3473"	"opposed"	0	1993	1
"3474"	"opposed"	3	1994	1
"3475"	"not-opposed"	9	1996	0
"3476"	"not-opposed"	2	1993	1
"3477"	"opposed"	0	1994	1
"3478"	"not-opposed"	0	1994	0
"3479"	"not-opposed"	0	1994	0
"3480"	"not-opposed"	0	1995	0
"3481"	"not-opposed"	1	1993	0
"3482"	"opposed"	0	1993	0
"3483"	"opposed"	2	1994	1
"3484"	"not-opposed"	0	1994	0
"3485"	"not-opposed"	0	1993	0
"3486"	"not-opposed"	2	1996	0
"3487"	"not-opposed"	2	1994	0
"3488"	"opposed"	1	1993	1
"3489"	"not-opposed"	1	1994	0
"3490"	"opposed"	7	1995	1
"3491"	"opposed"	3	1995	0
"3492"	"not-opposed"	0	1993	1
"3493"	"not-opposed"	1	1993	1
"3494"	"not-opposed"	2	1994	0
"3495"	"opposed"	7	1994	0
"3496"	"opposed"	11	1993	1
"3497"	"not-opposed"	2	1994	0
"3498"	"opposed"	1	1994	1
"3499"	"not-opposed"	0	1993	0
"3500"	"not-opposed"	1	1993	0
"3501"	"opposed"	0	1995	0
"3502"	"opposed"	1	1992	1
"3503"	"not-opposed"	1	1995	0
"3504"	"not-opposed"	2	1996	0
"3505"	"opposed"	3	1993	1
"3506"	"not-opposed"	2	1993	0
"3507"	"not-opposed"	0	1995	0
"3508"	"not-opposed"	1	1994	0
"3509"	"not-opposed"	1	1993	0
"3510"	"not-opposed"	1	1994	0
"3511"	"opposed"	1	1993	0
"3512"	"not-opposed"	4	1996	0
"3513"	"not-opposed"	0	1995	0
"3514"	"opposed"	6	1994	1
"3515"	"opposed"	2	1995	0
"3516"	"opposed"	1	1993	0
"3517"	"not-opposed"	0	1996	1
"3518"	"not-opposed"	2	1996	0
"3519"	"not-opposed"	0	1993	0
"3520"	"not-opposed"	2	1994	0
"3521"	"opposed"	1	1993	0
"3522"	"not-opposed"	0	1992	1
"3523"	"not-opposed"	0	1994	0
"3524"	"opposed"	1	1995	1
"3525"	"not-opposed"	1	1994	1
"3526"	"opposed"	2	1993	1
"3527"	"opposed"	0	1994	1
"3528"	"not-opposed"	1	1994	0
"3529"	"opposed"	0	1993	1
"3530"	"not-opposed"	2	1993	1
"3531"	"not-opposed"	4	1995	0
"3532"	"not-opposed"	0	1994	1
"3533"	"not-opposed"	1	1993	0
"3534"	"not-opposed"	0	1993	0
"3535"	"not-opposed"	0	1995	0
"3536"	"not-opposed"	0	1995	0
"3537"	"not-opposed"	0	1994	0
"3538"	"not-opposed"	1	1996	0
"3539"	"not-opposed"	0	1994	0
"3540"	"not-opposed"	3	1996	0
"3541"	"not-opposed"	1	1994	0
"3542"	"not-opposed"	0	1994	0
"3543"	"not-opposed"	0	1994	0
"3544"	"opposed"	1	1995	1
"3545"	"opposed"	2	1993	1
"3546"	"opposed"	1	1993	1
"3547"	"opposed"	1	1993	0
"3548"	"not-opposed"	4	1994	0
"3549"	"not-opposed"	0	1994	1
"3550"	"not-opposed"	3	1996	0
"3551"	"not-opposed"	0	1995	0
"3552"	"not-opposed"	0	1994	0
"3553"	"not-opposed"	0	1993	1
"3554"	"opposed"	2	1994	1
"3555"	"opposed"	5	1996	0
"3556"	"opposed"	7	1993	1
"3557"	"not-opposed"	0	1994	0
"3558"	"not-opposed"	0	1994	0
"3559"	"opposed"	1	1994	1
"3560"	"not-opposed"	0	1994	0
"3561"	"not-opposed"	1	1992	1
"3562"	"not-opposed"	3	1996	1
"3563"	"not-opposed"	0	1994	0
"3564"	"not-opposed"	1	1994	0
"3565"	"not-opposed"	0	1995	0
"3566"	"opposed"	0	1994	0
"3567"	"opposed"	7	1995	1
"3568"	"not-opposed"	3	1996	0
"3569"	"not-opposed"	1	1993	0
"3570"	"not-opposed"	0	1996	0
"3571"	"not-opposed"	0	1994	0
"3572"	"not-opposed"	4	1994	0
"3573"	"not-opposed"	0	1996	0
"3574"	"opposed"	0	1995	1
"3575"	"not-opposed"	0	1995	0
"3576"	"opposed"	0	1993	1
"3577"	"not-opposed"	0	1995	0
"3578"	"not-opposed"	0	1994	0
"3579"	"opposed"	2	1991	1
"3580"	"not-opposed"	0	1993	1
"3581"	"opposed"	1	1995	0
"3582"	"not-opposed"	0	1994	0
"3583"	"opposed"	0	1994	0
"3584"	"not-opposed"	2	1995	0
"3585"	"not-opposed"	3	1995	0
"3586"	"opposed"	1	1995	0
"3587"	"not-opposed"	0	1993	1
"3588"	"not-opposed"	1	1994	0
"3589"	"not-opposed"	0	1994	1
"3590"	"not-opposed"	0	1995	0
"3591"	"not-opposed"	2	1995	0
"3592"	"opposed"	0	1993	1
"3593"	"not-opposed"	1	1993	0
"3594"	"opposed"	2	1995	1
"3595"	"not-opposed"	1	1996	0
"3596"	"not-opposed"	0	1994	1
"3597"	"not-opposed"	1	1992	1
"3598"	"opposed"	0	1994	1
"3599"	"opposed"	2	1994	0
"3600"	"not-opposed"	1	1995	1
"3601"	"not-opposed"	6	1994	1
"3602"	"not-opposed"	1	1993	1
"3603"	"not-opposed"	1	1994	0
"3604"	"not-opposed"	0	1994	1
"3605"	"opposed"	1	1993	1
"3606"	"opposed"	1	1995	0
"3607"	"opposed"	0	1994	0
"3608"	"not-opposed"	0	1994	0
"3609"	"not-opposed"	0	1996	0
"3610"	"not-opposed"	0	1995	0
"3611"	"not-opposed"	2	1995	0
"3612"	"opposed"	2	1992	1
"3613"	"not-opposed"	0	1995	0
"3614"	"not-opposed"	1	1994	1
"3615"	"not-opposed"	6	1996	0
"3616"	"not-opposed"	0	1994	0
"3617"	"opposed"	0	1992	1
"3618"	"not-opposed"	1	1997	0
"3619"	"not-opposed"	1	1993	1
"3620"	"not-opposed"	2	1995	0
"3621"	"opposed"	0	1996	0
"3622"	"not-opposed"	0	1994	0
"3623"	"opposed"	9	1993	0
"3624"	"opposed"	2	1993	0
"3625"	"not-opposed"	0	1996	0
"3626"	"opposed"	0	1992	1
"3627"	"opposed"	1	1993	1
"3628"	"not-opposed"	0	1994	1
"3629"	"not-opposed"	6	1994	1
"3630"	"not-opposed"	0	1994	0
"3631"	"not-opposed"	0	1994	0
"3632"	"opposed"	0	1995	1
"3633"	"not-opposed"	0	1994	1
"3634"	"not-opposed"	0	1994	0
"3635"	"not-opposed"	2	1994	1
"3636"	"not-opposed"	2	1997	0
"3637"	"opposed"	1	1994	0
"3638"	"not-opposed"	0	1994	0
"3639"	"opposed"	0	1995	1
"3640"	"not-opposed"	0	1994	1
"3641"	"not-opposed"	4	1994	0
"3642"	"not-opposed"	1	1995	0
"3643"	"not-opposed"	1	1994	0
"3644"	"not-opposed"	0	1994	1
"3645"	"opposed"	1	1995	1
"3646"	"opposed"	0	1996	1
"3647"	"not-opposed"	0	1992	1
"3648"	"opposed"	0	1994	0
"3649"	"not-opposed"	0	1994	0
"3650"	"not-opposed"	2	1994	0
"3651"	"not-opposed"	10	1995	1
"3652"	"opposed"	3	1993	0
"3653"	"not-opposed"	0	1994	0
"3654"	"not-opposed"	1	1995	0
"3655"	"not-opposed"	1	1995	1
"3656"	"not-opposed"	0	1993	1
"3657"	"opposed"	12	1993	1
"3658"	"not-opposed"	2	1994	0
"3659"	"not-opposed"	0	1996	0
"3660"	"not-opposed"	1	1992	1
"3661"	"opposed"	0	1994	0
"3662"	"opposed"	0	1993	1
"3663"	"not-opposed"	0	1995	0
"3664"	"not-opposed"	2	1993	1
"3665"	"not-opposed"	3	1995	0
"3666"	"opposed"	0	1993	1
"3667"	"not-opposed"	0	1995	0
"3668"	"not-opposed"	1	1996	0
"3669"	"not-opposed"	8	1993	1
"3670"	"not-opposed"	0	1993	1
"3671"	"opposed"	1	1996	0
"3672"	"opposed"	5	1993	1
"3673"	"not-opposed"	2	1996	0
"3675"	"not-opposed"	1	1995	0
"3676"	"not-opposed"	1	1994	0
"3677"	"not-opposed"	0	1995	1
"3678"	"not-opposed"	3	1994	0
"3679"	"opposed"	0	1995	0
"3680"	"not-opposed"	1	1994	0
"3681"	"not-opposed"	5	1994	1
"3682"	"not-opposed"	1	1993	0
"3683"	"not-opposed"	0	1996	0
"3684"	"not-opposed"	4	1996	0
"3685"	"not-opposed"	1	1995	1
"3686"	"opposed"	0	1991	1
"3687"	"not-opposed"	0	1996	0
"3688"	"not-opposed"	1	1995	1
"3689"	"not-opposed"	1	1993	1
"3690"	"not-opposed"	0	1995	1
"3691"	"opposed"	1	1992	1
"3692"	"opposed"	1	1995	0
"3693"	"not-opposed"	3	1994	0
"3694"	"not-opposed"	1	1993	1
"3695"	"not-opposed"	2	1995	0
"3696"	"not-opposed"	1	1995	0
"3697"	"not-opposed"	1	1996	0
"3698"	"not-opposed"	2	1993	0
"3699"	"opposed"	5	1996	1
"3700"	"not-opposed"	2	1996	0
"3701"	"not-opposed"	3	1996	0
"3702"	"opposed"	3	1994	1
"3703"	"not-opposed"	1	1995	0
"3704"	"not-opposed"	1	1995	1
"3705"	"opposed"	0	1995	1
"3706"	"opposed"	2	1994	1
"3707"	"not-opposed"	1	1995	0
"3708"	"not-opposed"	0	1995	0
"3709"	"not-opposed"	4	1992	1
"3710"	"not-opposed"	0	1993	1
"3711"	"not-opposed"	2	1995	0
"3712"	"not-opposed"	0	1995	0
"3713"	"not-opposed"	0	1994	0
"3714"	"opposed"	2	1993	1
"3715"	"not-opposed"	1	1995	0
"3716"	"opposed"	4	1995	0
"3717"	"not-opposed"	0	1995	1
"3718"	"opposed"	0	1995	1
"3719"	"not-opposed"	0	1996	0
"3720"	"not-opposed"	0	1996	0
"3721"	"opposed"	1	1993	0
"3722"	"not-opposed"	1	1995	0
"3723"	"not-opposed"	0	1995	0
"3724"	"not-opposed"	1	1997	0
"3725"	"not-opposed"	0	1996	0
"3726"	"not-opposed"	0	1996	0
"3727"	"not-opposed"	0	1994	0
"3728"	"not-opposed"	2	1994	0
"3729"	"not-opposed"	2	1996	0
"3730"	"not-opposed"	0	1995	0
"3731"	"not-opposed"	1	1995	1
"3732"	"not-opposed"	2	1996	0
"3733"	"not-opposed"	2	1995	0
"3734"	"opposed"	2	1994	1
"3735"	"not-opposed"	0	1994	1
"3736"	"not-opposed"	0	1994	1
"3737"	"opposed"	1	1994	1
"3738"	"not-opposed"	0	1994	1
